NAME,FullAddress,Geocodes,ADDRESS,COUNTY,CITY,STATE,ZIP,WEBSITE
Muscogee County School District,1112 29th St Muscogee Columbus GA 31904-8224,,1112 29th St,Muscogee,Columbus,GA,31904-8224,http://www.mcsdga.net
Union City MS,10 HUGHES ST Union BLAIRSVILLE GA 30512-3552,,10 HUGHES ST,Union,BLAIRSVILLE,GA,30512-3552,
Grady County Schools,958 1St St NW Grady Cairo GA 39828-1971,,958 1St St NW,Grady,Cairo,GA,39828-1971,http://www.grady.k12.ga.us
Board Of Education,PO BOX 308 Talbot Talbotton GA 31827-0308,,PO BOX 308,Talbot,Talbotton,GA,31827-0308,
Randolph County High School,1208 ANDREW ST Randolph CUTHBERT GA 39840-1724,,1208 ANDREW ST,Randolph,CUTHBERT,GA,39840-1724,http://www.rcmhs.sowegak12.org
Carroll County Public Schools,164 Independence Dr Carroll Carrollton GA 30116-7506,,164 Independence Dr,Carroll,Carrollton,GA,30116-7506,http://www.carrollk12.org
Early County School District,11927 COLUMBIA ST Early Blakely GA 39823-2581,,11927 COLUMBIA ST,Early,Blakely,GA,39823-2581,
BOOTH MIDDLE SCHOOL,1533 HIGHWAY 85 SOUTH Fayette Fayetteville GA 30215,,1533 HIGHWAY 85 SOUTH,Fayette,Fayetteville,GA,30215,
Gainesville City Schools,508 Oak St Ste 2 Hall Gainesville GA 30501,,508 Oak St Ste 2,Hall,Gainesville,GA,30501,http://www.gcssk12.net
White County Board Education,113 N BROOKS ST White CLEVELAND GA 30528,,113 N BROOKS ST,White,CLEVELAND,GA,30528,
Mill Creek High School,1500 NORTH RD Gwinnett Snellville GA 30078-2112,,1500 NORTH RD,Gwinnett,Snellville,GA,30078-2112,http://www.millcreekhighschool.org
Meriwether County Schools,2100 Gaston St Meriwether Greenville GA 30222-2847,,2100 Gaston St,Meriwether,Greenville,GA,30222-2847,http://www.meriwether.k12.ga.us
St. Georges Episcopal School - Katina Greene,103 Birch St Lamar Milner GA 30257,,103 Birch St,Lamar,Milner,GA,30257,
Ringgold Primary School,217 TIGER TRL Catoosa Ringgold GA 30736-2024,,217 TIGER TRL,Catoosa,Ringgold,GA,30736-2024,http://www.catoosa.k12.ga.us
City Schools of Decatur,758 Scott Blvd DeKalb Decatur GA 30030,,758 Scott Blvd,DeKalb,Decatur,GA,30030,http://www.dhs.cityschoolsofdecatur.com
Muscogee County School District,5908 Whitesville Road Muscogee Columbus GA 31904,,5908 Whitesville Road,Muscogee,Columbus,GA,31904,http://www.mcsdga.net
BARROW COUNTY SCHOOLS,1970 BROAD ST Barrow Statham GA 30666-1700,,1970 BROAD ST,Barrow,Statham,GA,30666-1700,
Newnan High School,Po Box 280 Coweta Newnan GA 30264,,Po Box 280,Coweta,Newnan,GA,30264,http://www.cowetaschools.org
Baconton Community Charter School,108 S Harney St Mitchell Camilla GA 31730,,108 S Harney St,Mitchell,Camilla,GA,31730,http://www.bccsblazers.org
Social Circle City Schools,240 W HIGHTOWER TRL Walton Social Circle GA 30025-2716,,240 W HIGHTOWER TRL,Walton,Social Circle,GA,30025-2716,
Social Circle City Schools,439 ANNIE P HENDERSON DR Walton Social Circle GA 30025-2896,,439 ANNIE P HENDERSON DR,Walton,Social Circle,GA,30025-2896,
Decatur Board of Education,310 N McDonough St DeKalb Decatur GA 30030-3393,,310 N McDonough St,DeKalb,Decatur,GA,30030-3393,http://www.tvq.com
Putnam County School Dist,3232 COBB PKWY SE # 414 Fulton Atlanta GA 30339-3896,,3232 COBB PKWY SE # 414,Fulton,Atlanta,GA,30339-3896,http://www.putnam.k12.ga.us
Tift County Schools,113 2ND ST E Tift Tifton GA 31794-4407,,113 2ND ST E,Tift,Tifton,GA,31794-4407,http://www.tiftschools.com
The Walker School,700 COBB PARKWAY N. Cobb MARIETTA GA 30062,,700 COBB PARKWAY N.,Cobb,MARIETTA,GA,30062,http://www.thewalkerschool.org
Glynn County School Adm,1313 Egmont Street Glynn Brunswick GA 31520,,1313 Egmont Street,Glynn,Brunswick,GA,31520,
Mt. Paran North Church of God,1275 Stanley Rd NW Cobb Kennesaw GA 30160,,1275 Stanley Rd NW,Cobb,Kennesaw,GA,30160,http://www.mtparan.com
Kingsley Elementary School,2051 Brendon Drive Fulton Atlanta GA 30338,,2051 Brendon Drive,Fulton,Atlanta,GA,30338,
Bremen City Schools,504 Laurel Street Haralson Bremen GA 30110,,504 Laurel Street,Haralson,Bremen,GA,30110,http://www.bremencs.com
Colquitt County Board Education,388 CLARENCE JONES RD Colquitt Moultrie GA 31768-0048,,388 CLARENCE JONES RD,Colquitt,Moultrie,GA,31768-0048,
Cartersville City Schools,15 Nelson Street Bartow Cartersville GA 30120,,15 Nelson Street,Bartow,Cartersville,GA,30120,
Madison County Bd of Education,900 MADISON Madison DANIELSVILLE GA 30633,,900 MADISON,Madison,DANIELSVILLE,GA,30633,
Putnam County School Dist,158 OLD GLENWOOD SPRINGS Putnam EATONTON GA 31024,,158 OLD GLENWOOD SPRINGS,Putnam,EATONTON,GA,31024,http://www.putnam.k12.ga.us
Carroll County Schools,74 INDUSTRIAL Carroll VILLA RICA GA 30180,,74 INDUSTRIAL,Carroll,VILLA RICA,GA,30180,http://www.carrollcountyschools.com
Jenkins County Elementary School,1104 WINTHROPE Jenkins MILLEN GA 30442,,1104 WINTHROPE,Jenkins,MILLEN,GA,30442,
Ringgold Primary School,163 FERNWOOD Walker ROSSVILLE GA 30741,,163 FERNWOOD,Walker,ROSSVILLE,GA,30741,http://www.catoosa.k12.ga.us
Peach County High School,523 VINEVILLE ST Peach Fort Valley GA 31030-4185,,523 VINEVILLE ST,Peach,Fort Valley,GA,31030-4185,http://www.peachschools.org
Muscogee County School District,5661 Lorenzo Road Muscogee Columbus GA 31904,,5661 Lorenzo Road,Muscogee,Columbus,GA,31904,http://www.mcsdga.net
Muscogee County School District,1215 BENNING DRIVE Muscogee COLUMBUS GA 31903,,1215 BENNING DRIVE,Muscogee,COLUMBUS,GA,31903,http://www.mcsdga.net
Muscogee County School District,3100 REESE ROAD Muscogee COLUMBUS GA 31907,,3100 REESE ROAD,Muscogee,COLUMBUS,GA,31907,http://www.mcsdga.net
Lanier County Board Education,52 W PATTEN AVE Lanier Lakeland GA 31635-6839,,52 W PATTEN AVE,Lanier,Lakeland,GA,31635-6839,
Holy Innocents' Episcopal School,805 MOUNT VERNON HWY NW Fulton ATLANTA GA 30327,,805 MOUNT VERNON HWY NW,Fulton,ATLANTA,GA,30327,http://www.hies.org
Lincoln County High School,175 Rowland York Dr Lincoln Lincolnton GA 30817-3590,,175 Rowland York Dr,Lincoln,Lincolnton,GA,30817-3590,http://www.lchigh.net
Chickamauga City Schools,402 COVE RD Walker CHICKAMAUGA GA 30707-1614,,402 COVE RD,Walker,CHICKAMAUGA,GA,30707-1614,http://www.chickamaugacityschools.org
Cook County Board Education,1109 N PARRISH AVE Cook Adel GA 31620-1182,,1109 N PARRISH AVE,Cook,Adel,GA,31620-1182,
Burke County Board of Educn,789 BURKE VETERANS PKWY Burke WAYNESBORO GA 30830-4508,,789 BURKE VETERANS PKWY,Burke,WAYNESBORO,GA,30830-4508,http://www.burke.k12.ga.us
Mill Creek High School,437 Old Peachtree Gwinnett Suwanee GA 30045-4740,,437 Old Peachtree,Gwinnett,Suwanee,GA,30045-4740,http://www.millcreekhighschool.org
Georgia School Boards Association,207 OAKLEY CT Houston Bonaire GA 31005-3480,,207 OAKLEY CT,Houston,Bonaire,GA,31005-3480,http://www.gsba.com
Monroe County Schools,PO BOX 1308 Monroe Forsyth GA 31029-1308,,PO BOX 1308,Monroe,Forsyth,GA,31029-1308,http://www.monroe.k12.ga.us
City Schools of Decatur,320 N MCDONOUGH ST DeKalb Decatur GA 30030-3339,,320 N MCDONOUGH ST,DeKalb,Decatur,GA,30030-3339,
Bremen City Schools,412 GEORGIA AVE S Haralson Bremen GA 30110-2120,,412 GEORGIA AVE S,Haralson,Bremen,GA,30110-2120,http://www.bremencs.com
Mill Creek High School,PO BOX 343 Gwinnett Lawrenceville GA 30046-0343,,PO BOX 343,Gwinnett,Lawrenceville,GA,30046-0343,http://www.millcreekhighschool.org
Monroe County Schools,600 S Main St  Tompkinsville GA 42167-1552,,600 S Main St,,Tompkinsville,GA,42167-1552,http://www.monroe.k12.ga.us
Mill Creek High School,1025 HERRINGTON Gwinnett LAWRENCEVILLE GA 30044,,1025 HERRINGTON,Gwinnett,LAWRENCEVILLE,GA,30044,http://www.millcreekhighschool.org
Meriwether County BOE,2100 GASTON ST Meriwether Greenville GA 30222-2847,,2100 GASTON ST,Meriwether,Greenville,GA,30222-2847,
Bremen City Schools,515 LAUREL ST Haralson Bremen GA 30110-2127,,515 LAUREL ST,Haralson,Bremen,GA,30110-2127,http://www.bremencs.com
Putnam County School Dist,162 Old Glenwood Springs Rd Putnam Eatonton GA 31024-6525,,162 Old Glenwood Springs Rd,Putnam,Eatonton,GA,31024-6525,http://www.putnam.k12.ga.us
Mill Creek High School,3555 SUGARLOAF PKWY Gwinnett Lawrenceville GA 30044-5403,,3555 SUGARLOAF PKWY,Gwinnett,Lawrenceville,GA,30044-5403,http://www.millcreekhighschool.org
Mill Creek High School,1801 HEWATT RD SW Gwinnett Lilburn GA 30047-2515,,1801 HEWATT RD SW,Gwinnett,Lilburn,GA,30047-2515,http://www.millcreekhighschool.org
Floyd County School District,3 Dragon Dr SE Floyd Lindale GA 30147-1252,,3 Dragon Dr SE,Floyd,Lindale,GA,30147-1252,http://www.FLOYDBOE.NET
The Lovett School,4075 Paces Ferry Rd Nw Fulton Atlanta GA 30327,,4075 Paces Ferry Rd Nw,Fulton,Atlanta,GA,30327,http://www.lovett.org
Academic Consortium,350 SPELMAN LANE S.W. Fulton ATLANTA GA 30314,,350 SPELMAN LANE S.W.,Fulton,ATLANTA,GA,30314,http://www.academicconsortium.org
Murray County Schools,715 Chestnut St Murray Chatsworth GA 30705,,715 Chestnut St,Murray,Chatsworth,GA,30705,http://www.murray.k12.ga.us
Athens Academy,1281 SPARTAN LANE Clarke ATHENS GA 30606,,1281 SPARTAN LANE,Clarke,ATHENS,GA,30606,http://www.athensacademy.org
Athens Academy,PO BOX 6548 Clarke Athens GA 30604-6548,,PO BOX 6548,Clarke,Athens,GA,30604-6548,http://www.athensacademy.org
Murray County Schools,829 Highway 286 Murray Chatsworth GA 30705-6532,,829 Highway 286,Murray,Chatsworth,GA,30705-6532,http://www.murray.k12.ga.us
National Technical Honor Society - Cedar Shoals High School - Ga,240 MITCHELL BRIDGE RD Clarke ATHENS GA 30606,,240 MITCHELL BRIDGE RD,Clarke,ATHENS,GA,30606,http://www.clarke.k12.ga.us
The Lovett School,4075 PACES FERRY RD N.W. Fulton ATLANTA GA 30327,,4075 PACES FERRY RD N.W.,Fulton,ATLANTA,GA,30327,http://www.lovett.org
Bulloch County Board Education,150 WILLIAMS RD Bulloch STATESBORO GA 30458-1398,,150 WILLIAMS RD,Bulloch,STATESBORO,GA,30458-1398,
Academic Consortium,350 Spelman Lane S.W Fulton Atlanta GA 30314,,350 Spelman Lane S.W,Fulton,Atlanta,GA,30314,http://www.academicconsortium.org
Academic Consortium,350 Spelman Lane Southwest Fulton Atlanta GA 30314,,350 Spelman Lane Southwest,Fulton,Atlanta,GA,30314,http://www.academicconsortium.org
Trion High School,919 Allgood St Chattooga Trion GA 30753,,919 Allgood St,Chattooga,Trion,GA,30753,
Fort Middle School,2900 WOODRUFF FARM RD Muscogee COLUMBUS GA 31907,,2900 WOODRUFF FARM RD,Muscogee,COLUMBUS,GA,31907,http://www.mcsdga.net
Fayette County Board of Education,210 Stonewall Ave W Fayette Fayetteville GA 30214-1518,,210 Stonewall Ave W,Fayette,Fayetteville,GA,30214-1518,http://www.fcboe.org
Fayette County Board of Education,PO Box 879 Fayette Fayetteville GA 30214-0879,,PO Box 879,Fayette,Fayetteville,GA,30214-0879,http://www.fcboe.org
Thomastn-Upson Cnty Bd Education,101 HOLSTON DR Upson THOMASTON GA 30286-4272,,101 HOLSTON DR,Upson,THOMASTON,GA,30286-4272,
Dade County Schools,250 PACE DRIVE Dade Trenton GA 30752,,250 PACE DRIVE,Dade,Trenton,GA,30752,http://www.dadecountyschools.org
Wilcox County Schools,104 GORDON ST Wilcox Rochelle GA 31079-2948,,104 GORDON ST,Wilcox,Rochelle,GA,31079-2948,http://www.wilcox.k12.ga.us
National Technical Honor Society - Cedar Shoals High School - Ga,40 Boroline Rd  Allendale GA ,,40 Boroline Rd,,Allendale,GA,,http://www.clarke.k12.ga.us
National Technical Honor Society - Cedar Shoals High School - Ga,240 MITCHELL BRIDGE ROAD Clarke ATHENS GA 30606,,240 MITCHELL BRIDGE ROAD,Clarke,ATHENS,GA,30606,http://www.clarke.k12.ga.us
The Lovett School,4075 PACES FERRY ROAD N.W. Fulton ATLANTA GA 30327,,4075 PACES FERRY ROAD N.W.,Fulton,ATLANTA,GA,30327,http://www.lovett.org
Murray County Schools,PO Box 40 Murray Chatsworth GA 30705-0040,,PO Box 40,Murray,Chatsworth,GA,30705-0040,http://www.murray.k12.ga.us
The Paideia School,1509 PONCE DE LEON AVE. Fulton ATLANTA GA 30307,,1509 PONCE DE LEON AVE.,Fulton,ATLANTA,GA,30307,http://www.paideiaschool.org
Darlington School,105 SHORTER AVENUE Floyd ROME GA 30165,,105 SHORTER AVENUE,Floyd,ROME,GA,30165,http://www.darlingtonschool.org
First Presbyterian Day School,5671 CALVIN DR Bibb MACON GA 31210-8002,,5671 CALVIN DR,Bibb,MACON,GA,31210-8002,http://www.fpdmacon.org
PORTER ACADEMY,200 COX ROAD Fulton ROSWELL GA 30075,,200 COX ROAD,Fulton,ROSWELL,GA,30075,http://www.porteracademy.org
National Technical Honor Society - Cedar Shoals High School - Ga,240 Mitchell Bridge Rd Clarke Athens GA 30606-2043,,240 Mitchell Bridge Rd,Clarke,Athens,GA,30606-2043,http://www.clarke.k12.ga.us
Fayette County Board of Education,1 TIGER TRAIL Fayette FAYETTEVILLE GA 30214,,1 TIGER TRAIL,Fayette,FAYETTEVILLE,GA,30214,http://www.fcboe.org
The Westminster Schools,1424 WEST PACES FERRY ROAD NW Fulton ATLANTA GA 30327,,1424 WEST PACES FERRY ROAD NW,Fulton,ATLANTA,GA,30327,http://www.westminster.net
National Technical Honor Society - Cedar Shoals High School - Ga,PO BOX 1708 Clarke Athens GA 30603-1708,,PO BOX 1708,Clarke,Athens,GA,30603-1708,http://www.clarke.k12.ga.us
Guffey Community Charter School,225 North Ave NW Fulton Atlanta GA 30332-0001,,225 North Ave NW,Fulton,Atlanta,GA,30332-0001,http://www.guffeyschool.org
Loganville High School,100 Trident Trail Walton Loganville GA 30052,,100 Trident Trail,Walton,Loganville,GA,30052,http://www.loganvillehigh.org
Covenant Academy,4652 AYERS RD Bibb MACON GA 31210-4911,,4652 AYERS RD,Bibb,MACON,GA,31210-4911,http://www.covenantacademy.net
Coweta County Public Schools,PO BOX 280 Coweta NEWNAN GA 30264,,PO BOX 280,Coweta,NEWNAN,GA,30264,http://www.coweta.k12.ga.us
Blessed Trinity Catholic High School,11320 WOODSTOCK ROAD Fulton ROSWELL GA 30075,,11320 WOODSTOCK ROAD,Fulton,ROSWELL,GA,30075,http://www.btcatholic.org
Whitefield Academy,5690 OLD STILESBORO RD. Cobb ACWORTH GA 30101,,5690 OLD STILESBORO RD.,Cobb,ACWORTH,GA,30101,http://www.whitefieldacademy.com
Bulloch County Board Education,18809 HIGHWAY 80 W Bulloch Statesboro GA 30458-4311,,18809 HIGHWAY 80 W,Bulloch,Statesboro,GA,30458-4311,
Bulloch County Board Education,149 NORTHSIDE DR E Bulloch STATESBORO GA 30458-1089,,149 NORTHSIDE DR E,Bulloch,STATESBORO,GA,30458-1089,
Landmark Christian School,50 East Broad Street Fulton Fairburn GA 30213,,50 East Broad Street,Fulton,Fairburn,GA,30213,
Savannah Country Day School,824 STILLWOOD DRIVE Chatham SAVANNAH GA 31419,,824 STILLWOOD DRIVE,Chatham,SAVANNAH,GA,31419,http://www.savcds.org
Fayette County Board of Education,205 LAFAYETTE AVE Fayette Fayetteville GA 30214-1643,,205 LAFAYETTE AVE,Fayette,Fayetteville,GA,30214-1643,http://www.fcboe.org
Stephens Co School District,1315 ROSE LN Stephens TOCCOA GA 30577-8766,,1315 ROSE LN,Stephens,TOCCOA,GA,30577-8766,http://www.stephens.k12.ga.us
Academic Consortium,350 SPELMAN LN SW Fulton Atlanta GA 30314-4395,,350 SPELMAN LN SW,Fulton,Atlanta,GA,30314-4395,http://www.academicconsortium.org
Lake Ridge Elementary School,1058 5th Ave Clayton Jonesboro GA 30236-3299,,1058 5th Ave,Clayton,Jonesboro,GA,30236-3299,http://www.lakeridgepta.org
National Technical Honor Society - Cedar Shoals High School - Ga,240 Mitchell Bridge Road Clarke Athens GA 30603,,240 Mitchell Bridge Road,Clarke,Athens,GA,30603,http://www.clarke.k12.ga.us
Berean Babtist Ind Church,1405 HEWATT RD SW Gwinnett Lilburn GA 30047-1919,,1405 HEWATT RD SW,Gwinnett,Lilburn,GA,30047-1919,
Bulloch County Board Education,9124 BROOKLET DENMARK RD Bulloch Brooklet GA 30415-6477,,9124 BROOKLET DENMARK RD,Bulloch,Brooklet,GA,30415-6477,
Bulloch County Board Education,150 Williams Road Suite A Bulloch Statesboro GA 30458,,150 Williams Road Suite A,Bulloch,Statesboro,GA,30458,
Gatewood Schools Inc,139 PHILLIPS DRIVE Putnam EATONTON GA 31024,,139 PHILLIPS DRIVE,Putnam,EATONTON,GA,31024,http://www.gatewoodschool.com
Walton County School District,100 Trident Trl Walton Loganville GA 30052-3723,,100 Trident Trl,Walton,Loganville,GA,30052-3723,http://www.walton.k12.ga.us
OCONEE COUNTY HIGH SCHOOL INC,34 SCHOOL STREET Oconee WATKINSVILLE GA 30677,,34 SCHOOL STREET,Oconee,WATKINSVILLE,GA,30677,
John Erdogan | Newnan High Band,190 LAGRANGE STREET Coweta NEWNAN GA 30236,,190 LAGRANGE STREET,Coweta,NEWNAN,GA,30236,
Irwin County,210 Apple Street Irwin Ocilla GA 31774,,210 Apple Street,Irwin,Ocilla,GA,31774,
Lake Ridge Elementary School,1058 Fifth Ave Clayton Jonesboro GA 30236,,1058 Fifth Ave,Clayton,Jonesboro,GA,30236,http://www.lakeridgepta.org
Athens Academy,1281 SPARTAN LANE P.O. BOX 6548 Clarke ATHENS GA 30604,,1281 SPARTAN LANE P.O. BOX 6548,Clarke,ATHENS,GA,30604,http://www.athensacademy.org
Murray County Schools,1006 Green Rd Murray Chatsworth GA 30705,,1006 Green Rd,Murray,Chatsworth,GA,30705,http://www.murray.k12.ga.us
Morgan County High School,920 PEARL ST. Morgan MADISON GA 30650,,920 PEARL ST.,Morgan,MADISON,GA,30650,http://www.morgan.k12.ga.us
Lake Ridge Elementary School,1058 Fifth Avenue Clayton Jonesboro GA 30236,,1058 Fifth Avenue,Clayton,Jonesboro,GA,30236,http://www.lakeridgepta.org
Murray County Schools Technology Department,500 GREEN RD Murray Chatsworth GA 30705-2745,,500 GREEN RD,Murray,Chatsworth,GA,30705-2745,http://www.murray.k12.ga.us
West Central Technical College,176 MURPHY CAMPUS BLVD Haralson WACO GA 30182-2407,,176 MURPHY CAMPUS BLVD,Haralson,WACO,GA,30182-2407,http://www.westcentraltech.edu
Lake Ridge Elementary School,1525 Norman Dr Fulton Atlanta GA 30349-5403,,1525 Norman Dr,Fulton,Atlanta,GA,30349-5403,http://www.lakeridgepta.org
Academic Consortium,350 SPELMAN LANE SOUTH WEST Fulton ATLANTA GA 30314-4399,,350 SPELMAN LANE SOUTH WEST,Fulton,ATLANTA,GA,30314-4399,http://www.academicconsortium.org
Phoenix High School,2818 AIRPORT RD Whitfield DALTON GA 30721-5959,,2818 AIRPORT RD,Whitfield,DALTON,GA,30721-5959,
ROCKDALE COUNTY BOARD OF EDUCATION,954 N Main St NW Rockdale Conyers GA 30012-4457,,954 N Main St NW,Rockdale,Conyers,GA,30012-4457,http://www.barksdaleonline.com
Pacelli Catholic High School,2020 KAY CIR Muscogee COLUMBUS GA 31907,,2020 KAY CIR,Muscogee,COLUMBUS,GA,31907,
Morgan County High School,1231 COLLEGE DRIVE Morgan MADISON GA 30650,,1231 COLLEGE DRIVE,Morgan,MADISON,GA,30650,http://www.morgan.k12.ga.us
North Cobb Christian School,4500 Lakeview Dr NW Cobb Kennesaw GA 30144-1098,,4500 Lakeview Dr NW,Cobb,Kennesaw,GA,30144-1098,http://www.ncchristian.org
Landmark Christian School,50 SE Broad St Fulton Fairburn GA 30213-1548,,50 SE Broad St,Fulton,Fairburn,GA,30213-1548,
The Galloway School,215 W Wieuca Rd NW Fulton Atlanta GA 30342-3223,,215 W Wieuca Rd NW,Fulton,Atlanta,GA,30342-3223,http://www.gallowayschool.org
Atlanta North Church,5123 CHAMBLEE DUNWOODY RD DeKalb Dunwoody GA 30338-4801,,5123 CHAMBLEE DUNWOODY RD,DeKalb,Dunwoody,GA,30338-4801,http://www.atlantanorthchurch.com
Coweta Co School District,6291 HIGHWAY 16 Coweta Senoia GA 30276-1754,,6291 HIGHWAY 16,Coweta,Senoia,GA,30276-1754,
Trion High School,1255 PINE ST Chattooga TRION GA 30753,,1255 PINE ST,Chattooga,TRION,GA,30753,
Fayette County Board of Education,190 LESTER RD Fayette FAYETTEVILLE GA 30215-4928,,190 LESTER RD,Fayette,FAYETTEVILLE,GA,30215-4928,http://www.fcboe.org
National Technical Honor Society - Cedar Shoals High School - Ga,440 DEARING EXT Clarke ATHENS GA 30606-3555,,440 DEARING EXT,Clarke,ATHENS,GA,30606-3555,http://www.clarke.k12.ga.us
Murray County Schools Technology Department,1001 GREEN RD Murray CHATSWORTH GA 30705-2011,,1001 GREEN RD,Murray,CHATSWORTH,GA,30705-2011,http://www.murray.k12.ga.us
Angels Queen Catholic S,11340 WOODSTOCK ROAD Fulton ROSWELL GA 30075,,11340 WOODSTOCK ROAD,Fulton,ROSWELL,GA,30075,
St. Pius X Catholic High School,2674 Johnson Rd NE Fulton Atlanta GA 30345-1720,,2674 Johnson Rd NE,Fulton,Atlanta,GA,30345-1720,http://www.spx.org
Pacelli Catholic High School,3556 TRINITY DR Muscogee COLUMBUS GA 31907-3299,,3556 TRINITY DR,Muscogee,COLUMBUS,GA,31907-3299,
Pacelli Catholic High School,2000 KAY CIR Muscogee COLUMBUS GA 31907-3229,,2000 KAY CIR,Muscogee,COLUMBUS,GA,31907-3229,
National Technical Honor Society - Cedar Shoals High School - Ga,500 WHITEHEAD RD Clarke Athens GA 30606-1602,,500 WHITEHEAD RD,Clarke,Athens,GA,30606-1602,http://www.clarke.k12.ga.us
Manheim Township School District,29900 Auction Ct  Hayward GA 94544-6914,,29900 Auction Ct,,Hayward,GA,94544-6914,http://www.manheimtownship.org
Jefferson County Pre Kndrgrtn,1001 PEACHTREE ST Jefferson Louisville GA 30434-1523,,1001 PEACHTREE ST,Jefferson,Louisville,GA,30434-1523,
National Technical Honor Society - Cedar Shoals High School - Ga,1150 OGLETHORPE AVE Clarke ATHENS GA 30606-2130,,1150 OGLETHORPE AVE,Clarke,ATHENS,GA,30606-2130,http://www.clarke.k12.ga.us
Lake Ridge Elementary School,5451 W Fayetteville Rd Fulton Atlanta GA 30349-5417,,5451 W Fayetteville Rd,Fulton,Atlanta,GA,30349-5417,http://www.lakeridgepta.org
Cobb County School District,461 S Gordon Rd SW Cobb Mableton GA 30126-5134,,461 S Gordon Rd SW,Cobb,Mableton,GA,30126-5134,http://www.COBBK12.ORG
Westminster Schools of Augusta,3067 WHEELER RD Richmond AUGUSTA GA 30909,,3067 WHEELER RD,Richmond,AUGUSTA,GA,30909,http://www.wsa.net
Murray County Schools Technology Department,110 MCENTIRE CIR Murray CHATSWORTH GA 30705-5999,,110 MCENTIRE CIR,Murray,CHATSWORTH,GA,30705-5999,http://www.murray.k12.ga.us
BUCHANAN PRIMARY SCHOOL,10 VAN WERT ST Haralson BUCHANAN GA 30113-4879,,10 VAN WERT ST,Haralson,BUCHANAN,GA,30113-4879,
Broadway Baptist Church,2323 BARTON CHAPEL RD Richmond Augusta GA 30906-9503,,2323 BARTON CHAPEL RD,Richmond,Augusta,GA,30906-9503,http://www.broadwaybaptist.com
Lake Ridge Elementary School,5277 ASH ST Clayton Forest Park GA 30297-3951,,5277 ASH ST,Clayton,Forest Park,GA,30297-3951,http://www.lakeridgepta.org
The Lovett School,4075 PACES FERRY ROAD NW Fulton ATLANTA GA 30327,,4075 PACES FERRY ROAD NW,Fulton,ATLANTA,GA,30327,http://www.lovett.org
Crisp Regional Hospital,150 CRISP ACADEMY DRIVE Crisp CORDELE GA 31015,,150 CRISP ACADEMY DRIVE,Crisp,CORDELE,GA,31015,http://www.crispacademy.com
Dade County Schools,P.O. BOX 188 Dade TRENTON GA 30752,,P.O. BOX 188,Dade,TRENTON,GA,30752,http://www.dadecountyschools.org
St. Pius X Catholic High School,2674 Johnson Rd NE Fulton Atlanta GA 30345,,2674 Johnson Rd NE,Fulton,Atlanta,GA,30345,http://www.spx.org
OCONEE COUNTY HIGH SCHOOL INC,2500 MALCOM BRIDGE ROAD Oconee BOGART GA 30622,,2500 MALCOM BRIDGE ROAD,Oconee,BOGART,GA,30622,
Mount de Sales Academy,851 ORANGE ST Bibb MACON GA 31201,,851 ORANGE ST,Bibb,MACON,GA,31201,http://www.mountdesales.net
Dade County Schools,5491 HIGHWAY 301 Dade TRENTON GA 30752-5361,,5491 HIGHWAY 301,Dade,TRENTON,GA,30752-5361,http://www.dadecountyschools.org
Lake Ridge Elementary School,1169 MORROW RD Clayton Morrow GA 30260-1020,,1169 MORROW RD,Clayton,Morrow,GA,30260-1020,http://www.lakeridgepta.org
Bulloch County Board Education,900 E JONES AVE Bulloch Statesboro GA 30458-5137,,900 E JONES AVE,Bulloch,Statesboro,GA,30458-5137,
Dade County Schools,52 TRADITION LANE Dade TRENTON GA 30752,,52 TRADITION LANE,Dade,TRENTON,GA,30752,http://www.dadecountyschools.org
Murray County Schools,1001 Green Rd Murray Chatsworth GA 30705-2011,,1001 Green Rd,Murray,Chatsworth,GA,30705-2011,http://www.murray.k12.ga.us
Vidalia City,800 North St E Toombs Vidalia GA 30474-4047,,800 North St E,Toombs,Vidalia,GA,30474-4047,
Bulloch County Board Education,150 WILLIAMS RD STE A Bulloch Statesboro GA 30458-1398,,150 WILLIAMS RD STE A,Bulloch,Statesboro,GA,30458-1398,
Hidden Lake Academy,854 HIDDEN LAKE RD Lumpkin DAHLONEGA GA 30533-1875,,854 HIDDEN LAKE RD,Lumpkin,DAHLONEGA,GA,30533-1875,http://www.hiddenlakeacademy.com
HBMS PTA,2500 Old Alabama Rd Fulton Roswell GA 30076,,2500 Old Alabama Rd,Fulton,Roswell,GA,30076,http://www.hbmspta.com
GCA Church,397 ACADEMY DR SW Gordon CALHOUN GA 30701-7407,,397 ACADEMY DR SW,Gordon,CALHOUN,GA,30701-7407,http://www.gcasda.org
Towns County Comprehensive,1400 HIGHWAY 76 E Towns HIAWASSEE GA 30546-3960,,1400 HIGHWAY 76 E,Towns,HIAWASSEE,GA,30546-3960,http://www.towns.k12.ga.us
Blessed Trinity Catholic High School,11320 WOODSTOCK RD Fulton ROSWELL GA 30075,,11320 WOODSTOCK RD,Fulton,ROSWELL,GA,30075,http://www.btcatholic.org
National Technical Honor Society - Cedar Shoals High School - Ga,165 PARADISE BLVD Clarke ATHENS GA 30607,,165 PARADISE BLVD,Clarke,ATHENS,GA,30607,http://www.clarke.k12.ga.us
Our Lady Of Mercy High School,861 HIGHWAY 279 Fayette FAYETTEVILLE GA 30214,,861 HIGHWAY 279,Fayette,FAYETTEVILLE,GA,30214,http://www.olmbobcats.org
